"FileName","Path","Directory","Kind","LineCount","NormalizedHash"
"index.ts","src\utils\types\index.ts","src\utils\types","WrapperOrReExport","11","faa6066097f4269098f83f6303c6f32a945f6cb78bb82aabaa5bd99ebc115386"
"product.ts","src\utils\types\product.ts","src\utils\types","Other","39","96a0b06e1ff846c577ad1164a02684900375d16cc0f82ce140c8299e267b9633"
"project.ts","src\utils\types\project.ts","src\utils\types","Other","158","3cabd4dc37dea14b6d7a86425e4414f0c9c6a3e206d2c82bfa41734d30e33284"
"proposal.ts","src\utils\types\proposal.ts","src\utils\types","Other","31","63ae31c6527384bd7b1bec9871155ee71b751ac2b81e339ea12a679107a8d8e8"
"training.ts","src\utils\types\training.ts","src\utils\types","Other","33","ff9ad44780a859b7352f9b2d7cf456a11a588acc04e11f1561521a7e5bb5d019"
"user.ts","src\utils\types\user.ts","src\utils\types","Other","11","6407f6f720f398950daf02341b97e0fd9ba1fc11b4f54ac6847bc1cf08aa6e98"
"csvExporter.ts","src\utils\csvExporter.ts","src\utils","RealImplementation","34","9d974b6c6a58e145ff259ae50cf0529d8d8b623ebc1a8138980ea85d2fba69bd"
"csvImporter.ts","src\utils\csvImporter.ts","src\utils","Other","139","92101f60dec59787a9ca960c182048b554ed411109fcca66adca0e4e1700cd6b"
"docxExporter.ts","src\utils\docxExporter.ts","src\utils","Other","29","ee3884f61a8d1a1149026223a06048d70dd037e2a87fa035c2715164d5dac59b"
"docxExporterPro.ts","src\utils\docxExporterPro.ts","src\utils","WrapperOrReExport","2","cb8fa7576387bf14277cc52cca97cf59fa9191307e19abf231c60ef439cd86b3"
"technologyAnalyzer.ts","src\utils\technologyAnalyzer.ts","src\utils","RealImplementation","83","f08845876bcfe39a4c35a6cde694ef7fa9c886ae6c896d3ce8e1f9c715f6a2ee"
"utils.ts","src\utils\utils.ts","src\utils","Other","87","2f94f525aea146649c3702edf44c307c782ec61943af85b5ae502605ce3c181a"
"App.tsx","src\App.tsx","src","RealImplementation","5","e415467f632110ac809250fb5989c2ea42035d90ea510f36883271844fe377dc"
"AppRoutes.tsx","src\AppRoutes.tsx","src","RealImplementation","91","5a3d9bd65bbbcdac417a2eeee572378a7975d954c727f956ad39dcc6063dbaf6"
"main.tsx","src\main.tsx","src","Other","18","fd724430ca98860818caa338c6373d3e1e4e0b6f1fcf3fe2166104a2c4bd957c"
"vite-env.d.ts","src\vite-env.d.ts","src","Other","1","b440b802c2cfeac6a24eda510bd63c1f23c6ab5c52bcfe3a32a918dbad6b46c8"
