"Path","TopFolder","Extension","Bytes","KB"
".wingman-work\backups\20260811-125821\src\wingman2\lib\productFamilyShortlistRanking.ts",".wingman-work",".ts","4342","4.24"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\data\wingmanDayContext.ts","archive",".ts","4315","4.21"
".wingman-work\backups\20260811-125821\src\__tests__\wyrestormCapabilityDecision.test.ts",".wingman-work",".ts","4313","4.21"
".wingman-work\backups\20260811-125215\src\__tests__\wyrestormCapabilityDecision.test.ts",".wingman-work",".ts","4313","4.21"
".wingman-work\backups\20260811-125346\src\__tests__\wyrestormCapabilityDecision.test.ts",".wingman-work",".ts","4313","4.21"
"tools\check-wingman-runtime-wiring.mjs.20260718-190611.bak","tools",".bak","4306","4.21"
"archive\_wingman_backup_guru_movable_20260614-050939\src\wingman2\components\guru\GuruHelper.tsx","archive",".tsx","4300","4.2"
"archive\_wingman_backup_compare_v5_20260614-102800\src\wingman2\app\routes.tsx","archive",".tsx","4279","4.18"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\app\routes.tsx","archive",".tsx","4279","4.18"
"archive\_wingman_backup_compare_route_lock_20260614-102158\src\wingman2\app\routes.tsx","archive",".tsx","4279","4.18"
".wingman-work\backups\20260811-125346\src\wingman2\lib\salesConversationTone.ts",".wingman-work",".ts","4253","4.15"
".wingman-work\backups\20260811-125215\src\wingman2\lib\salesConversationTone.ts",".wingman-work",".ts","4253","4.15"
".wingman-work\backups\20260811-125821\src\wingman2\lib\salesConversationTone.ts",".wingman-work",".ts","4253","4.15"
".wingman-work\backups\20260811-125821\src\wingman2\styles\wingman-product-tools-visual-weight.css.20260720-105533.bak",".wingman-work",".bak","4228","4.13"
"src\wingman2\styles\wingman-product-tools-visual-weight.css.20260720-105533.bak","src",".bak","4228","4.13"
".wingman-work\backups\20260811-125346\src\wingman2\styles\wingman-product-tools-visual-weight.css.20260720-105533.bak",".wingman-work",".bak","4228","4.13"
".wingman-work\backups\20260811-125215\src\wingman2\styles\wingman-product-tools-visual-weight.css.20260720-105533.bak",".wingman-work",".bak","4228","4.13"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_apo_dg2_dependency_rule_20260706-112917\src\__tests__\productStoryLayer.test.ts","archive",".ts","4196","4.1"
"archive\_wingman_backup_wire_shortlist_runtime_20260614-075018\src\wingman2\lib\compareEngineRuntimeScenarios.test.ts","archive",".ts","4189","4.09"
"archive\_wingman_backup_shortlist_stabilise_20260614-075216\src\wingman2\lib\compareEngineRuntimeScenarios.test.ts","archive",".ts","4189","4.09"
"archive\backups\product-call-cards-phase1-2026-06-07-19-46-38\src\wingman2\app\routes.tsx","archive",".tsx","4188","4.09"
"backups\react-flow-foundation-20260714-084703\guard-wingman-css-imports.mjs.bak","backups",".bak","4150","4.05"
"backups\react-flow-foundation-20260714-054745\guard-wingman-css-imports.mjs.bak","backups",".bak","4150","4.05"
"archive\_wingman_backup_unreferenced_src_modules_20260710-104753\src\wingman2\productMatching\text.ts","archive",".ts","4111","4.01"
"archive\_wingman_backup_unreferenced_src_modules_20260710-104753\src\wingman2\domain\productMatching\text.ts","archive",".ts","4111","4.01"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\lib\diagramMermaid.ts","archive",".ts","4111","4.01"
".wingman-work\backups\20260811-125346\src\wingman2\styles\wingman-product-tools-visual-weight.css.20260720-104654.bak",".wingman-work",".bak","4105","4.01"
".wingman-work\backups\20260811-125215\src\wingman2\styles\wingman-product-tools-visual-weight.css.20260720-104654.bak",".wingman-work",".bak","4105","4.01"
".wingman-work\backups\20260811-125821\src\wingman2\styles\wingman-product-tools-visual-weight.css.20260720-104654.bak",".wingman-work",".bak","4105","4.01"
"src\wingman2\styles\wingman-product-tools-visual-weight.css.20260720-104654.bak","src",".bak","4105","4.01"
".wingman-work\backups\20260811-125215\src\wingman2\pages\ProjectDetailPage.test.tsx",".wingman-work",".tsx","4096","4"
".wingman-work\backups\20260811-125346\src\wingman2\pages\ProjectDetailPage.test.tsx",".wingman-work",".tsx","4096","4"
".wingman-work\backups\20260811-125821\src\wingman2\pages\ProjectDetailPage.test.tsx",".wingman-work",".tsx","4096","4"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_apo_dg2_dependency_rule_20260706-112917\src\wingman2\lib\wyrestormCapabilityProfiles.ts","archive",".ts","4095","4"
".wingman-work\backups\20260811-125215\src\components\ErrorBoundary.tsx",".wingman-work",".tsx","4073","3.98"
".wingman-work\backups\20260811-125821\src\components\ErrorBoundary.tsx",".wingman-work",".tsx","4073","3.98"
".wingman-work\backups\20260811-125346\src\components\ErrorBoundary.tsx",".wingman-work",".tsx","4073","3.98"
".wingman-work\backups\20260811-125346\src\wingman2\pages\ProjectDetailPage.test.tsx.20260806-122503.bak",".wingman-work",".bak","4068","3.97"
".wingman-work\backups\20260811-125215\src\wingman2\pages\ProjectDetailPage.test.tsx.20260806-122503.bak",".wingman-work",".bak","4068","3.97"
"src\wingman2\pages\ProjectDetailPage.test.tsx.20260806-122503.bak","src",".bak","4068","3.97"
".wingman-work\backups\20260811-125821\src\wingman2\pages\ProjectDetailPage.test.tsx.20260806-122503.bak",".wingman-work",".bak","4068","3.97"
".wingman-work\backups\20260811-125821\src\wingman2\lib\governedCompareRuntime.test.ts",".wingman-work",".ts","4054","3.96"
".wingman-work\backups\20260811-125215\src\wingman2\lib\governedCompareRuntime.test.ts",".wingman-work",".ts","4054","3.96"
".wingman-work\backups\20260811-125346\src\wingman2\lib\governedCompareRuntime.test.ts",".wingman-work",".ts","4054","3.96"
".wingman-work\backups\20260811-125346\src\__tests__\templateWorkflowRendered.test.tsx",".wingman-work",".tsx","4050","3.96"
".wingman-work\backups\20260811-125215\src\__tests__\templateWorkflowRendered.test.tsx",".wingman-work",".tsx","4050","3.96"
".wingman-work\backups\20260811-125821\src\__tests__\templateWorkflowRendered.test.tsx",".wingman-work",".tsx","4050","3.96"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\pages\productCallCards\ProductCallCardsSetupPage.tsx","archive",".tsx","4022","3.93"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\lib\salesConversationTone.ts","archive",".ts","4020","3.93"
".wingman-work\backups\20260811-125821\src\wingman2\components\RoomSchematicDiagram.tsx",".wingman-work",".tsx","4013","3.92"
".wingman-work\backups\20260811-125346\src\wingman2\components\RoomSchematicDiagram.tsx",".wingman-work",".tsx","4013","3.92"
".wingman-work\backups\20260811-125215\src\wingman2\components\RoomSchematicDiagram.tsx",".wingman-work",".tsx","4013","3.92"
".wingman-work\backups\20260811-125821\src\wingman2\lib\productStoryEngine.confidence.test.ts",".wingman-work",".ts","4004","3.91"
".wingman-work\backups\20260811-125215\src\wingman2\lib\productStoryEngine.confidence.test.ts",".wingman-work",".ts","4004","3.91"
".wingman-work\backups\20260811-125346\src\wingman2\lib\productStoryEngine.confidence.test.ts",".wingman-work",".ts","4004","3.91"
"archive\_wingman_backup_unused_server_agent_pipeline_20260710-122026\server\server\routes\agents.mjs","archive",".mjs","4000","3.91"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\productMatching\text.ts","archive",".ts","3973","3.88"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\domain\productMatching\text.ts","archive",".ts","3973","3.88"
".wingman-work\backups\20260811-125821\src\__tests__\productFamilyRangeLinks.test.tsx",".wingman-work",".tsx","3963","3.87"
".wingman-work\backups\20260811-125215\src\__tests__\productFamilyRangeLinks.test.tsx",".wingman-work",".tsx","3963","3.87"
".wingman-work\backups\20260811-125346\src\__tests__\productFamilyRangeLinks.test.tsx",".wingman-work",".tsx","3963","3.87"
".wingman-work\backups\20260811-125821\src\wingman2\lib\productIntelligenceIndexCache.ts",".wingman-work",".ts","3960","3.87"
".wingman-work\backups\20260811-125215\src\wingman2\lib\productIntelligenceIndexCache.ts",".wingman-work",".ts","3960","3.87"
".wingman-work\backups\20260811-125346\src\wingman2\lib\productIntelligenceIndexCache.ts",".wingman-work",".ts","3960","3.87"
".wingman-work\backups\20260811-125346\src\wingman2\components\compare\CompareProofTable.tsx",".wingman-work",".tsx","3956","3.86"
".wingman-work\backups\20260811-125821\src\wingman2\components\compare\CompareProofTable.tsx",".wingman-work",".tsx","3956","3.86"
".wingman-work\backups\20260811-125215\src\wingman2\components\compare\CompareProofTable.tsx",".wingman-work",".tsx","3956","3.86"
"archive\backups\product-call-cards-multistep-workflow-2026-06-08_11-33-38\src\wingman2\pages\productCallCards\ProductCallCardsSelectPage.tsx","archive",".tsx","3946","3.85"
"archive\_wingman_backup_fix_guru_drawer_scope_20260616-070306\guruDetachedPanel.ts.bak","archive",".bak","3937","3.84"
"archive\_backup_compare_runtime_product_normalise_20260613-181907\competitorCompareBehaviour.test.ts","archive",".ts","3930","3.84"
"src\wingman2\components\compare\BattleCard.tsx.20260722-083552.bak","src",".bak","3906","3.81"
".wingman-work\backups\20260811-125215\src\wingman2\components\compare\BattleCard.tsx.20260722-083552.bak",".wingman-work",".bak","3906","3.81"
".wingman-work\backups\20260811-125215\src\wingman2\components\compare\BattleCard.tsx.20260722-083258.bak",".wingman-work",".bak","3906","3.81"
"src\wingman2\components\compare\BattleCard.tsx.20260722-083258.bak","src",".bak","3906","3.81"
".wingman-work\backups\20260811-125821\src\wingman2\components\compare\BattleCard.tsx.20260722-083552.bak",".wingman-work",".bak","3906","3.81"
".wingman-work\backups\20260811-125821\src\wingman2\components\compare\BattleCard.tsx.20260722-083258.bak",".wingman-work",".bak","3906","3.81"
".wingman-work\backups\20260811-125346\src\wingman2\components\compare\BattleCard.tsx.20260722-083552.bak",".wingman-work",".bak","3906","3.81"
".wingman-work\backups\20260811-125346\src\wingman2\components\compare\BattleCard.tsx.20260722-083258.bak",".wingman-work",".bak","3906","3.81"
"archive\_src_inline_backups\tools\check-compare-page-candidate-gate.mjs.bak-20260702-063029","archive",".bak-20260702-063029","3877","3.79"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_dashboard_visual_pass_20260630-082939\src\wingman2\styles\CSS_MIGRATION_REGISTER.md","archive",".md","3825","3.74"
".wingman-work\backups\20260811-125346\src\wingman2\lib\systemDependencies.test.ts",".wingman-work",".ts","3809","3.72"
".wingman-work\backups\20260811-125215\src\wingman2\lib\systemDependencies.test.ts",".wingman-work",".ts","3809","3.72"
".wingman-work\backups\20260811-125821\src\wingman2\lib\systemDependencies.test.ts",".wingman-work",".ts","3809","3.72"
"archive\_wingman_backup_shortlist_stabilise_20260614-075216\src\wingman2\lib\compareEngineRuntimeAdapter.test.ts","archive",".ts","3775","3.69"
"archive\_wingman_backup_compare_workflow_cleanup_20260613-214444\src\wingman2\components\compare\CompareStartWorkflowCleanup.tsx","archive",".tsx","3771","3.68"
".wingman-work\backups\20260811-125821\src\wingman2\api\csrf.ts",".wingman-work",".ts","3717","3.63"
".wingman-work\backups\20260811-125346\src\wingman2\api\csrf.ts",".wingman-work",".ts","3717","3.63"
".wingman-work\backups\20260811-125215\src\wingman2\api\csrf.ts",".wingman-work",".ts","3717","3.63"
"archive\_src_inline_backups\tools\check-product-update-pipeline.mjs.bak-direct-runner-guard-20260628-063011","archive",".bak-direct-runner-guard-20260628-063011","3654","3.57"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_apo_dg2_dependency_rule_20260706-112917\src\wingman2\lib\schematic\wingmanSchematicEngine.test.ts","archive",".ts","3652","3.57"
"archive\_wingman_backup_compare_workflow_cleanup_20260613-214444\src\wingman2\components\compare\CompareHeaderStageCleanup.tsx","archive",".tsx","3633","3.55"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\components\SalesWorkflowBridge.tsx","archive",".tsx","3621","3.54"
".wingman-work\backups\20260811-125821\src\__tests__\productFamilyScoreSurfacing.test.ts",".wingman-work",".ts","3607","3.52"
".wingman-work\backups\20260811-125346\src\__tests__\productFamilyScoreSurfacing.test.ts",".wingman-work",".ts","3607","3.52"
".wingman-work\backups\20260811-125215\src\__tests__\productFamilyScoreSurfacing.test.ts",".wingman-work",".ts","3607","3.52"
"archive\backups\product-call-cards-phase1b-2026-06-07-20-15-24\src\wingman2\pages\productCallCards\ProductCallCardsResponsePage.tsx","archive",".tsx","3606","3.52"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\components\ProductMediaPanel.tsx","archive",".tsx","3583","3.5"
"archive\backups\product-call-cards-multistep-workflow-2026-06-08_11-33-38\src\wingman2\pages\productCallCards\ProductCallCardsResponsePage.tsx","archive",".tsx","3579","3.5"
".wingman-work\backups\20260811-125346\src\__tests__\compareSavedSpecIsolation.test.ts",".wingman-work",".ts","3560","3.48"
".wingman-work\backups\20260811-125215\src\__tests__\compareSavedSpecIsolation.test.ts",".wingman-work",".ts","3560","3.48"
".wingman-work\backups\20260811-125821\src\__tests__\compareSavedSpecIsolation.test.ts",".wingman-work",".ts","3560","3.48"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\utils\installWingmanFormFieldIdentityGuard.ts","archive",".ts","3557","3.47"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\pages\VisualStudioPage.tsx","archive",".tsx","3550","3.47"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_no_equivalent_submit_20260704-205931\src\wingman2\lib\compareNoEquivalentSubmission.ts","archive",".ts","3528","3.45"
".wingman-work\backups\20260811-125821\src\wingman2\lib\templatesCardExpansion.ts",".wingman-work",".ts","3514","3.43"
".wingman-work\backups\20260811-125215\src\wingman2\lib\templatesCardExpansion.ts",".wingman-work",".ts","3514","3.43"
".wingman-work\backups\20260811-125346\src\wingman2\lib\templatesCardExpansion.ts",".wingman-work",".ts","3514","3.43"
".wingman-work\backups\20260811-125215\src\wingman2\lib\knownWyrestormMatrixProfiles.ts",".wingman-work",".ts","3499","3.42"
".wingman-work\backups\20260811-125346\src\wingman2\lib\knownWyrestormMatrixProfiles.ts",".wingman-work",".ts","3499","3.42"
".wingman-work\backups\20260811-125821\src\wingman2\lib\knownWyrestormMatrixProfiles.ts",".wingman-work",".ts","3499","3.42"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\app\videowallHeroDensity.ts","archive",".ts","3499","3.42"
".wingman-work\backups\20260811-125215\src\wingman2\app\routeCatalog.ts",".wingman-work",".ts","3490","3.41"
".wingman-work\backups\20260811-125821\src\wingman2\app\routeCatalog.ts",".wingman-work",".ts","3490","3.41"
".wingman-work\backups\20260811-125346\src\wingman2\app\routeCatalog.ts",".wingman-work",".ts","3490","3.41"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\components\WingmanCoachPanel.tsx","archive",".tsx","3480","3.4"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\api\csrf.ts","archive",".ts","3475","3.39"
"archive\_src_inline_backups\tools\ingest-wyrestorm-catalogue.mjs.bak-stable-product-update-20260628-052832","archive",".bak-stable-product-update-20260628-052832","3465","3.38"
"archive\_wingman_backup_fix_compare_reset_blank_page_20260613-212847\src\wingman2\components\compare\CompareResetButton.tsx","archive",".tsx","3461","3.38"
".wingman-work\backups\20260811-125346\src\wingman2\pages\discovery\DiscoveryClientDetailsPanel.tsx",".wingman-work",".tsx","3455","3.37"
".wingman-work\backups\20260811-125821\src\wingman2\pages\discovery\DiscoveryClientDetailsPanel.tsx",".wingman-work",".tsx","3455","3.37"
".wingman-work\backups\20260811-125215\src\wingman2\pages\discovery\DiscoveryClientDetailsPanel.tsx",".wingman-work",".tsx","3455","3.37"
".wingman-work\backups\20260811-125821\src\wingman2\lib\compareEligibilityEngine.controllerIntent.test.ts",".wingman-work",".ts","3448","3.37"
".wingman-work\backups\20260811-125215\src\wingman2\lib\compareEligibilityEngine.controllerIntent.test.ts",".wingman-work",".ts","3448","3.37"
".wingman-work\backups\20260811-125346\src\wingman2\lib\compareEligibilityEngine.controllerIntent.test.ts",".wingman-work",".ts","3448","3.37"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\pages\productCallCards\ProductCallCardsResponsePage.tsx","archive",".tsx","3447","3.37"
".wingman-work\backups\20260811-125346\src\wingman2\lib\visualStudioPrintLayout.ts",".wingman-work",".ts","3428","3.35"
".wingman-work\backups\20260811-125821\src\wingman2\lib\visualStudioPrintLayout.ts",".wingman-work",".ts","3428","3.35"
".wingman-work\backups\20260811-125215\src\wingman2\lib\visualStudioPrintLayout.ts",".wingman-work",".ts","3428","3.35"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\utils\installWingmanVisualIdentity.ts","archive",".ts","3423","3.34"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\lib\knownWyrestormMatrixProfiles.ts","archive",".ts","3379","3.3"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\app\routeCatalog.ts","archive",".ts","3348","3.27"
".wingman-work\backups\20260811-125821\src\wingman2\lib\competitorSpecRegistry.integrity.test.ts",".wingman-work",".ts","3345","3.27"
".wingman-work\backups\20260811-125215\src\wingman2\lib\competitorSpecRegistry.integrity.test.ts",".wingman-work",".ts","3345","3.27"
".wingman-work\backups\20260811-125346\src\wingman2\lib\competitorSpecRegistry.integrity.test.ts",".wingman-work",".ts","3345","3.27"
"archive\backups\product-call-cards-phase1d-language-level-2026-06-07-20-45-47\src\wingman2\pages\productCallCards\ProductCallCardsResponsePage.tsx","archive",".tsx","3315","3.24"
".wingman-work\backups\20260811-125215\src\wingman2\data\productStoriesLifecycle.test.ts",".wingman-work",".ts","3304","3.23"
".wingman-work\backups\20260811-125821\src\wingman2\data\productStoriesLifecycle.test.ts",".wingman-work",".ts","3304","3.23"
".wingman-work\backups\20260811-125346\src\wingman2\data\productStoriesLifecycle.test.ts",".wingman-work",".ts","3304","3.23"
".wingman-work\backups\20260811-125215\src\wingman2\pages\ComparePageNew.tsx",".wingman-work",".tsx","3301","3.22"
"backups\compare-template-layout-20260709-091144\ComparePageNew.tsx.bak","backups",".bak","3301","3.22"
".wingman-work\backups\20260811-125346\src\wingman2\pages\ComparePageNew.tsx",".wingman-work",".tsx","3301","3.22"
".wingman-work\backups\20260811-125821\src\wingman2\pages\ComparePageNew.tsx",".wingman-work",".tsx","3301","3.22"
".wingman-work\backups\20260811-125346\src\wingman2\lib\skuAliasResolver.ts",".wingman-work",".ts","3285","3.21"
".wingman-work\backups\20260811-125215\src\wingman2\lib\skuAliasResolver.ts",".wingman-work",".ts","3285","3.21"
".wingman-work\backups\20260811-125821\src\wingman2\lib\skuAliasResolver.ts",".wingman-work",".ts","3285","3.21"
"archive\backups\real-canvas-viewport-scaling-2026-06-08_12-36-23\src\wingman2\components\WingmanViewportFitControl.tsx","archive",".tsx","3276","3.2"
"archive\_wingman_backup_pre_compare_cleanup_20260614-083913\src\wingman2\lib\wyrestormCompareDirectCandidateMap.test.ts","archive",".ts","3211","3.14"
"archive\_wingman_backup_ip300_compare_fix_20260614-093023\wyrestormCompareDirectCandidateMap.test.ts","archive",".ts","3211","3.14"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\components\VisualStudioCanvas.tsx","archive",".tsx","3195","3.12"
".wingman-work\backups\20260811-125215\src\wingman2\lib\competitorProductIntelligence.test.ts",".wingman-work",".ts","3186","3.11"
".wingman-work\backups\20260811-125821\src\wingman2\lib\competitorProductIntelligence.test.ts",".wingman-work",".ts","3186","3.11"
".wingman-work\backups\20260811-125346\src\wingman2\lib\competitorProductIntelligence.test.ts",".wingman-work",".ts","3186","3.11"
"archive\_src_inline_backups\src\wingman2\pages\productCallCards\ProductCallCardsSelectPage.tsx.backup-20260610-083612","archive",".backup-20260610-083612","3172","3.1"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\pages\SupportPage.tsx","archive",".tsx","3162","3.09"
"archive\repo-cleanup-20260709-050830\root-artifacts\_review\branch-cleanup\codex-restore-uc-stat.txt","archive",".txt","3160","3.09"
".wingman-work\backups\20260811-125215\src\wingman2\lib\competitorCompareDecision.networkClass.test.ts",".wingman-work",".ts","3155","3.08"
".wingman-work\backups\20260811-125346\src\wingman2\lib\competitorCompareDecision.networkClass.test.ts",".wingman-work",".ts","3155","3.08"
".wingman-work\backups\20260811-125821\src\wingman2\lib\competitorCompareDecision.networkClass.test.ts",".wingman-work",".ts","3155","3.08"
".wingman-work\backups\20260811-125821\src\wingman2\lib\wyrestormSkuBusinessStatus.test.ts",".wingman-work",".ts","3136","3.06"
".wingman-work\backups\20260811-125346\src\wingman2\lib\wyrestormSkuBusinessStatus.test.ts",".wingman-work",".ts","3136","3.06"
".wingman-work\backups\20260811-125215\src\wingman2\lib\wyrestormSkuBusinessStatus.test.ts",".wingman-work",".ts","3136","3.06"
"archive\backups\wingman-single-screen-fit-2026-06-08_12-28-23\src\wingman2\components\WingmanViewportFitControl.tsx","archive",".tsx","3119","3.05"
"archive\backups\fix-screen-fit-resolution-labels-2026-06-08_12-33-25\src\wingman2\components\WingmanViewportFitControl.tsx","archive",".tsx","3119","3.05"
"archive\backups\wingman-single-screen-fit-2026-06-08_12-29-10\src\wingman2\components\WingmanViewportFitControl.tsx","archive",".tsx","3119","3.05"
"archive\_wingman_backup_compare_native_cleanup_20260615-133847\src\main.tsx","archive",".tsx","3108","3.04"
".wingman-work\backups\20260811-125346\src\wingman2\data\wingmanProfile.ts",".wingman-work",".ts","3095","3.02"
".wingman-work\backups\20260811-125821\src\wingman2\data\wingmanProfile.ts",".wingman-work",".ts","3095","3.02"
".wingman-work\backups\20260811-125215\src\wingman2\data\wingmanProfile.ts",".wingman-work",".ts","3095","3.02"
".wingman-work\backups\20260811-125346\src\wingman2\lib\compareEligibilityEngine.splitterFanOut.test.ts",".wingman-work",".ts","3093","3.02"
".wingman-work\backups\20260811-125215\src\wingman2\lib\compareEligibilityEngine.splitterFanOut.test.ts",".wingman-work",".ts","3093","3.02"
".wingman-work\backups\20260811-125821\src\wingman2\lib\compareEligibilityEngine.splitterFanOut.test.ts",".wingman-work",".ts","3093","3.02"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_visual_utility_migration_20260630-082229\src\wingman2\styles\CSS_MIGRATION_REGISTER.md","archive",".md","3074","3"
".wingman-work\backups\20260811-125821\src\wingman2\lib\requirementsParser.ts",".wingman-work",".ts","3055","2.98"
".wingman-work\backups\20260811-125215\src\wingman2\lib\requirementsParser.ts",".wingman-work",".ts","3055","2.98"
".wingman-work\backups\20260811-125346\src\wingman2\lib\requirementsParser.ts",".wingman-work",".ts","3055","2.98"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\__tests__\compareFeatureMatrix.test.ts","archive",".ts","3051","2.98"
".wingman-work\backups\20260811-125821\src\wingman2\lib\visionAttachments.ts",".wingman-work",".ts","3040","2.97"
".wingman-work\backups\20260811-125215\src\wingman2\lib\visionAttachments.ts",".wingman-work",".ts","3040","2.97"
".wingman-work\backups\20260811-125346\src\wingman2\lib\visionAttachments.ts",".wingman-work",".ts","3040","2.97"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\lib\compareSkuNormalization.test.ts","archive",".ts","3036","2.96"
".wingman-work\backups\20260811-125215\src\__tests__\workflowHandoffFinder.test.ts",".wingman-work",".ts","3019","2.95"
".wingman-work\backups\20260811-125346\src\__tests__\workflowHandoffFinder.test.ts",".wingman-work",".ts","3019","2.95"
".wingman-work\backups\20260811-125821\src\__tests__\workflowHandoffFinder.test.ts",".wingman-work",".ts","3019","2.95"
".wingman-work\backups\20260811-125821\src\wingman2\pages\catalogBrowserLifecycle.test.ts",".wingman-work",".ts","3005","2.93"
".wingman-work\backups\20260811-125346\src\wingman2\pages\catalogBrowserLifecycle.test.ts",".wingman-work",".ts","3005","2.93"
".wingman-work\backups\20260811-125215\src\wingman2\pages\catalogBrowserLifecycle.test.ts",".wingman-work",".ts","3005","2.93"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\utils\installWingmanPerformanceGuards.ts","archive",".ts","3001","2.93"
".wingman-work\backups\20260811-125821\src\wingman2\pages\DashboardPage.test.tsx",".wingman-work",".tsx","2993","2.92"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\components\ui\WingmanSelectionCard.tsx","archive",".tsx","2993","2.92"
".wingman-work\backups\20260811-125215\src\wingman2\pages\DashboardPage.test.tsx",".wingman-work",".tsx","2993","2.92"
".wingman-work\backups\20260811-125346\src\wingman2\pages\DashboardPage.test.tsx",".wingman-work",".tsx","2993","2.92"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_apo_dg2_typecheck_repair_20260706-113211\wirelessCastingRecommendationRules.test.ts","archive",".ts","2991","2.92"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_apo_dg2_remaining_refs_20260706-113037\wirelessCastingRecommendationRules.test.ts","archive",".ts","2991","2.92"
".wingman-work\backups\20260811-125821\src\wingman2\lib\wirelessCastingRecommendationRules.test.ts",".wingman-work",".ts","2990","2.92"
".wingman-work\backups\20260811-125346\src\wingman2\lib\wirelessCastingRecommendationRules.test.ts",".wingman-work",".ts","2990","2.92"
".wingman-work\backups\20260811-125215\src\wingman2\lib\wirelessCastingRecommendationRules.test.ts",".wingman-work",".ts","2990","2.92"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\lib\requirementsParser.ts","archive",".ts","2982","2.91"
"archive\_wingman_backup_compare_decision_focus_20260615-132537\src\main.tsx","archive",".tsx","2979","2.91"
".wingman-work\backups\20260811-125346\src\wingman2\lib\proposalExport.test.ts",".wingman-work",".ts","2955","2.89"
".wingman-work\backups\20260811-125821\src\wingman2\lib\proposalExport.test.ts",".wingman-work",".ts","2955","2.89"
".wingman-work\backups\20260811-125215\src\wingman2\lib\proposalExport.test.ts",".wingman-work",".ts","2955","2.89"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\utils\installWingmanAuthoritySystem.ts","archive",".ts","2949","2.88"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\data\wingmanProfile.ts","archive",".ts","2922","2.85"
"backups\wyrestorm-port-count-recovery-20260714-051514\src_wingman2_lib_wyrestormPortCountRepair.test.ts.bak","backups",".bak","2901","2.83"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_before_dashboard_redesign_revert_20260706-095756\status-before.txt","archive",".txt","2896","2.83"
"archive\_wingman_backup_compare_sku_auto_run_20260615-131718\src\main.tsx","archive",".tsx","2859","2.79"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\app\discoveryCalmMode.ts","archive",".ts","2859","2.79"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\components\ErrorBoundary.tsx","archive",".tsx","2857","2.79"
"archive\backups\product-call-cards-phase1a-2026-06-07-20-08-19\src\wingman2\pages\productCallCards\ProductCallCardsSetupPage.tsx","archive",".tsx","2844","2.78"
"archive\_src_inline_backups\tools\ingest-competitor-fingerprints.mjs.bak-stable-product-update-20260628-052832","archive",".bak-stable-product-update-20260628-052832","2826","2.76"
"archive\_src_inline_backups\tools\run-product-intelligence-update.mjs.bak-no-npmcmd-spawn-20260628-064026","archive",".bak-no-npmcmd-spawn-20260628-064026","2813","2.75"
".wingman-work\backups\20260811-125821\src\wingman2\components\ProductWorkspaceChrome.tsx",".wingman-work",".tsx","2803","2.74"
".wingman-work\backups\20260811-125215\src\wingman2\components\ProductWorkspaceChrome.tsx",".wingman-work",".tsx","2803","2.74"
".wingman-work\backups\20260811-125346\src\wingman2\components\ProductWorkspaceChrome.tsx",".wingman-work",".tsx","2803","2.74"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\lib\compareRuntimePipeline.ts","archive",".ts","2793","2.73"
